Protocol,Pool Address,Asset,APY,Base APY,Reward APY,TVL ($),Reward Tokens,APY (1D),APY (7D),APY (30D),Image,App Link
raydium-amm,6VjgBLScr9hHotMCRCpKpNmcZ3RbYackzcuqx5ZKVAaX,WSOL-WINTER,4.84,4.84,0.0,51358,,1.21,2.48,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,A6ttoC2yKc15de9k7twwhGbSfKckaQu3ft6cKxfJs3zL,WSOL-EAI,17.38,17.38,0.0,51328,,14.95,13.13,13.43,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,8LFGKcz22D2mWg4LNcRC3jT8vZgr6oEaEBz69deXahDF,WSOL-VOID,2.51,2.51,0.0,51127,,0.0,1.64,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,JLP-USDC,13.643,13.643,0.0,51036,,-0.30156,6.91929,-280.06323,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,BMhbJpKihPsrQwWTNrzYLFwh2LbuDwWYbHKzEZrV9f6V,USDC-FOGO,3.78,3.78,0.0,51003,,0.25,1.88,-5.96,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,TESU-USDT,0.00035,0.00035,0.0,50994,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,USDT-NOGD,0.00097,0.00097,0.0,50970,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,USDC-BULL,0.07539,0.07539,0.0,50835,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,ㅤ-USDC,0.0754,0.0754,0.0,50835,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,2yLFomCTck19BqK7EzJqsUWXPWP3uWGNBSrfKvJzNzp2,WSOL-CHIRP,1.09,1.09,0.0,50477,,-0.23,0.11,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FHmjZ9z3iZDqcW9E8qRuLZvJwWb2hBhcfb7JQnekV9Bz,KOKOK-WSOL,1.55,1.55,0.0,50423,,-0.96,0.62,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,SOL,4.88343,4.88343,0.0,50376,,0.33724,0.45107,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
raydium-amm,GaqgfieVmnmY4ZsZHHA6L5RSVzCGL3sKx4UgHBaYNy8m,RAY-SRM,1.92,1.92,0.0,50339,,-12.23,-5.52,-2.49,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,HH5QkaL9MWWs1T2odjZakAct4buM4xJNqK1jJPPmpGnP,WSOL-DOGSHIT2,1.31,1.31,0.0,50315,,-3.55,0.0,-11.38,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,7JNFgMLWG1iLYGdnNY7VdTqZTABCF6vEmpqsfgMNWXVA,USDC-XMR,24.67,24.67,0.0,50215,,0.0,11.92,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,Djc2sWbxzgGBVgx3yqavy7fCbQjefcDHFLXx7EqGRBZw,XMR-USDC,23.31,23.31,0.0,50158,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,SOL-USDT,0.0,0.0,0.0,50133,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,JYFfdTek21gt2cKWfKGb6pYQSZ1C8wUERy3ULw82UqS,XMR-USDC,3.66,3.66,0.0,50087,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,4DknsFoBpFNPNFnLYgysNGXpjTdDkFMptzpW66sJKsTj,XMR-USDC,19.43,19.43,0.0,50066,,11.37,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,A4vxmYHz4HpF2dmrywyJzFsh4zYhEVZjgUAFnqJkEwnx,USDC-XMR,19.88,19.88,0.0,50064,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,Brf1zBD9rXUJrvksfAv9BGn1Gm2o1ooCKHnJL8YAfqv9,XMR-USDC,3.66,3.66,0.0,50045,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,KITTENS-USDC,2.26017,2.26017,0.0,49969,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,D7WHVcUFnsMgkeegQ495qfiW8tm63PteK9urB3UTeadM,WSOL-ASV,1.73,1.73,0.0,49948,,-9.89,-2.58,-2.44,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,JBJ9sq8Kt6V7ikeNE8dPXFCtMb9wPY3y4VzFXG1JAHQW,WSOL-WOOLLY,1.39,1.39,0.0,49922,,0.0,0.04,-2.86,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,JTO,0.00043,0.00043,0.0,49833,,1e-05,1e-05,-1e-05,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
orca-dex,,SOL-ZEUS,68.1074,68.1074,0.0,49749,,44.75271,-258.40094,-120.90266,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,5JbknNv534djG9TeCUMpLevedino2c1WrYB9pqGkyqLe,WSOL-MUSTARD,1.08,1.08,0.0,49689,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,7uE55Uy1UqZuGAKeALhxhzzakdPXn86DCXhHsGhdCmVb,WSOL-VLAD,6.93,6.93,0.0,49648,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DsktL4KrnnsupVfjb1uW4aoudgN8ooz4DtepPSAbmdN3,WSOL-GROKCOIN,1.53,1.53,0.0,49569,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,4YcwqxR7eoH29rF2G7U9YmtzCt1n7tyHcywg3Emif85s,PEPE-USDC,1.58,1.58,0.0,49361,,-1.22,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,CYBERCAT-USDC,2.28959,2.28959,0.0,49334,,0.05623,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,6bWTDfEgSQa8xNKEnU9hXD2RWnVYccFMYGu2R4kuriXP,USDT-OUYI,0.03,0.03,0.0,49294,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,CRSwXnfF21yHDXdYBVWwCwQ5Ni2A4QuK3qGYis5k7x7k,WSOL-DMAGA,1.28,1.28,0.0,49141,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,CkDV9Eko3KijeRpadFyJTSi4fiBbCT9d3Vdp9JhsUioM,WSOL-SPINE,4.93,4.93,0.0,49032,,0.0,3.31,2.76,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,PLONK-SOL,0.0,0.0,0.0,49008,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,4oFm8iFVLEz4L9QSkWL7sj2jTr88f63RwDXsWXaoTgaU,WSOL-BWT,1.27,1.27,0.0,48979,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,HSUSD-USDC,0.00063,0.00063,0.0,48956,,-0.00707,0.00039,-0.00244,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,9qkMnNBuvu77CdqFZ9tTmNFniJcDdzzqfDpHu8AmWKXN,WSOL-GM,1.61,1.61,0.0,48907,,0.35,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2zV8nQyB6PPzgUnkVHAiZnLdn4GbVUWR7xXQZ9bL5npq,WSOL-CHATTY,1.23,1.23,0.0,48815,,-0.22,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,JTO-JITOSOL,14.25889,14.25889,0.0,48794,,-0.03521,-11.88053,-545.65551,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,GYe83QzQJydxsb451wZjKvCQmfgt3g4LjADDjj8261bE,BINGUS-WSOL,4.39,4.39,0.0,48780,,0.68,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3bJtn2up6q28UVbse2fVWqu6H2QfSEJuQHYU1xMhStQv,WSOL-FAT,3.44,3.44,0.0,48609,,1.57,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,USDC-BTK,0.0,0.0,0.0,48401,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,COONCOIN-USDC,0.0,0.0,0.0,48396,,0.0,-2.32519,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,9ZAwYLDrP2goDowrEzgM2RHtv9754N6aRUNzG4xda42C,WSOL-NOHAT,0.85,0.85,0.0,48382,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5Gne7gZ47RUpgDqamFTQVrwT6723b1a49BF98jZSRSv7,WSOL-AAA,1.83,1.83,0.0,48352,,-6.34,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,AoTsdesCFqiybDC5cjYGZwjpruyJcGAvFST6u9rnjQXz,WSOL-∅,1.28,1.28,0.0,48171,,-1.94,-1.2,-16.1,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,C5UBqyEWGKNpt8mDvMYv1w9drPiBh4y18RvYFWrV5Hbp,WSOL-QBIO,3.23,3.23,0.0,47965,,0.0,1.6,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,67ZsVEcuHt9VkWWWGYLhMdx1VMs1H9xHnhnuK8UqdNZF,WSOL-SHITCOIN,9.58,9.58,0.0,47928,,6.13,8.42,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,META-META,1.66931,1.66931,0.0,47902,,1.62833,1.66931,1.66208,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,USDC-OS,0.0,0.0,0.0,47786,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,BS9uyGV6XmNnPkM4f3xgxCdQEaFv7RSKs6fwrpvYHxfL,WSOL-SPYX,42.41,42.41,0.0,47648,,14.52,19.84,-27.68,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,NEURON-USDC,0.08083,0.08083,0.0,47636,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,5tho4By9RsqTF1rbm9Akiepik3kZBT7ffUzGg8bL1mD,POLIS-RAY,10.68,10.68,0.0,47635,,4.05,-6.94,-28.45,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,28Sy2Edvvc5TKEXXSsgBHcPQFM9AMz6c2XuUQ8V3TuEF,WSOL-ZODS,1.23,1.23,0.0,47599,,-1.82,-5.58,-2.2,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,6oEQVz2F5YunU9PpdQEiKSyvoNDVVq8h7UC2TrpYzQAb,WSOL-KNOT,1.62,1.62,0.0,47597,,0.0,-1.53,-0.84,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,JUP-BONK,15.271,15.271,0.0,47547,,-4.77982,-0.23957,-79.69153,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,7Fz2sWKcWZXFHZLsWU8CEgTe9bUj6yVAmkU9Q6NsYgFB,WSOL-KOLIN,1.26,1.26,0.0,47433,,-1.42,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9DYGj7g2b5fipk9wGsUhxdv5zpfTsoGzCiS29vH8Cfrs,WSOL-MAIL,1.08,1.08,0.0,47256,,0.0,-0.45,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,EBi2v5DMsZ5xGrjA6147KZseT9FEAJxrf5UE5PX3koUD,WSOL-MUSKIT,1.87,1.87,0.0,47239,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,6CQSpRdGtNWEbLhKpx7DAw7FDAm3g7wvjtsvaTKWBwxo,WSOL-IDX,1.24,1.24,0.0,47154,,-2.45,-69.48,-6.45,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DomLceb5ARci8GJ2NxahnAEvZEFFWYrwSiAHvzZtvz6x,TITS-WSOL,1.25,1.25,0.0,47131,,-2.65,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,AUPVtmxNccSq5LYSrLRXEjCfAtpfGvDyJfdZCwKyia3G,GINNAN-WSOL,1.14,1.14,0.0,47104,,-3.8,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,J5jzvT22u1Mt6de4gkBhEsTSTjBfYS7A6aF5jzu9ihkC,FARTCOIN-USDC,56.66604,56.66604,0.0,47070,,16.65255,3.59765,-235.57558,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
kamino-lend,,HUBSOL,0.0,0.0,0.0,46911,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,HnhpJPJgBG2KwniMTNW8cVBHvk1hFog3RC3kjnyc23tD,CARDS-USDC,33.3,33.3,0.0,46860,,-28.01,-10.71,-75.01,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,FERRET-USDC,0.08197,0.08197,0.0,46833,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,ALBATRQSS-USDC,0.08251,0.08251,0.0,46832,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,BhuMVCzwFVZMSuc1kBbdcAnXwFg9p4HJp7A9ddwYjsaF,MSOL-USDT,3.8,3.8,0.0,46795,,1.57,1.55,-6.78,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-ZEC,44.69969,44.69969,0.0,46789,,1.09692,-1.24455,-38.02994,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
gmtrade,,TRUMP-USDC,101.2803,101.2803,0.0,46686,,3.22186,44.89159,65.98421,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
orca-dex,,SOL-VCHF,0.0,0.0,0.0,46661,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,Gk4uCFPHUMriPVGNaAFr6v2YB491ViZtdMpGNsJAWfTe,WSOL-SPIKE,0.68,0.68,0.0,46598,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,IRRADIMUS-USDC,0.0,0.0,0.0,46584,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,JC9HSjtyJLTxqQRYHZt642LBnCfPBofZBaBRHgwV4nR,KAMA-WSOL,11.18,11.18,0.0,46480,,3.47,8.63,8.7,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,EPjmSZkD9kqqWvL4ghS4LzvQzGk71o5iK5advaK2Aegt,SPDR-WSOL,1.41,1.41,0.0,46465,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,GStSNPJp4Wz2QbyG6hEuAUn47EiA7r6PtX4pmGj4vtgM,WSOL-GRINCH,1.14,1.14,0.0,46451,,0.0,0.21,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,FOMO-USDC,5e-05,5e-05,0.0,46432,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,SOL-EURC,10.87763,10.87763,0.0,46412,,3.66826,10.87763,-141.64538,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,CeaZcxBNLpJWtxzt58qQmfMBtJY8pQLvursXTJYGQpbN,SOL-CBBTC,48.71503,48.71503,0.0,46396,,21.17263,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,3hA61x61bks9Y81wnX54KwBPTbRuHGLBQPX6Z8A7Fh71,MOO-WSOL,5.37,5.37,0.0,46386,,1.95,-1.78,-15.2,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,CDCSOL,0.0,0.0,0.0,46344,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,9Bf5EVp1PhXk79twdLVipAhMrUKGXWZ1j24AbKmfA4Td,WSOL-SPEED,0.92,0.92,0.0,46233,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BeinD4uP3od9CJ4ydPXFhJKYdGRzK2TiK5MCS4b5Rx9p,WSOL-MOSS,0.68,0.68,0.0,46188,,0.0,-2.06,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BmBq2MPZVWJAicnXmZn7s9AyLDMtJMkGK8YrwuGR2hVB,URKO-USDT,0.41,0.41,0.0,46155,,0.33,0.0,0.23,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BDuGgVL2yLc41BHXMZevH3zJjZ69sVCX6Lhwfy4B71Mo,WSOL-VIBE,4.24,4.24,0.0,46115,,-3.25,-0.26,1.81,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DQcj8kcnBdMm7KWw4w4W9HVbhB7RAeLLPt3rAxsjmgnT,WSOL-PIAI,0.91,0.91,0.0,45984,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-BSOL,0.45977,0.11454,0.34523,45832,BLZEEuZUBVqFhj8adcCFPJvPVCiCyVmh3hkJMrU8KuJA,0.3653,-0.14573,0.21442,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,7mLMtmVrGG9o7m9qDEEZeq4axUUrtrsRtBPCWMNLW1Y1,WSOL-TRADEBOT,1.36,1.36,0.0,45808,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,USDC,6.2369,6.2369,0.0,45780,,0.0016,0.01055,6.2369,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,G7ekgXY38naqLzektMCdE6GaGLEo6bzHMbhEmhhuWTaC,ELGATO-WSOL,1.21,1.21,0.0,45768,,0.0,-0.83,-1.34,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FYP5yMwo6Lam1fJQYquJWDZ2jFgewKFTSxgKagAkKQ9x,WSOL-ORG,2.63,2.63,0.0,45690,,0.0,0.16,-0.83,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,8pN9qCiZg3KPg79R5cL4AF9xXVTWoJPxaVWf5ormvCwa,WSOL-REVS,3.47,3.47,0.0,45615,,1.76,0.0,0.07,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,998w5Lbjg9FhvzeMuoth9B1PbjbKJ7mPgt7wyWR7i8GW,WSOL-PXK,1.55,1.55,0.0,45599,,0.0,0.0,-1.06,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,G4EBEAJvfNdmubERWqAHkQh94jKtnEDfs6ZudScSXA5,WSOL-WORM,2.86,2.86,0.0,45555,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,MELANIA-USDC,1.11654,1.11654,0.0,45385,,0.46029,-5.49935,-51.96973,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
orca-dex,,USDC-BERNHARD,0.08606,0.08606,0.0,45236,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,D4G17LqnmfCs73ZpaiiXBxHKDXXkp95Yx7BB83AgenVL,KVAI-USDC,19.05,19.05,0.0,45201,,-2.56,-0.22,0.27,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,CATE-USDT,0.12108,0.12108,0.0,45159,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,CATE-USDT,0.12108,0.12108,0.0,45159,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
omnipair,,OMFG-STORE,3.28448,3.28448,0.0,44906,,-0.15185,-1.89641,-2.31041,https://icons.llamao.fi/icons/protocols/omnipair,https://www.omnipair.fi/
raydium-amm,2abNoqYqbH5uqgLnmHiQQYyvcth9pGUvuxGjAxKoGrbm,WSOL-LOL,0.89,0.89,0.0,44873,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,fcRgKaWFsKQUPBJ6JUU7o6v2HC9q3S7W6vSTnHktskU,SEIGE-CHUD,4.18,4.18,0.0,44695,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-SAC,0.02017,0.02017,0.0,44655,,0.00836,-5.73668,-1.36608,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,4Qgn7AixnZJBwfFL5XmRDBVyzzq9tC6JdDToaKVhPJvz,WSOL-MAX,0.95,0.95,0.0,44469,,0.0,-1.94,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BeT4ArJs2aFpnxm5Mk6cbpSzMRCP2QUiZpHgtcTu18za,WSOL-SCHIZO,0.78,0.78,0.0,44355,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,6vzJstNZWi1ooaTTUnp6aqEuDNVwupZ87U8HeS46q38x,WSOL-BRUV,0.93,0.93,0.0,44349,,0.0,-1.69,-5.24,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,4PWbdEBEg6LVAGzqe2cR7TnNQVLZ7zmowUVe2GtHcZFw,WBTC-TBTC,0.05,0.05,0.0,44302,,-0.19,-0.14,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,78yKbw2wNWbnGfQAPaMGGAvtBXGHKMSVkBHJ18DEM12N,WSOL-SOLMIX,23.53,23.53,0.0,44297,,4.24,20.75,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,CATE-USDT,0.38809,0.38809,0.0,44283,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,CATE-USDT,0.38771,0.38771,0.0,44279,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,8yiC1KEYLfpCr7VdGDKG3tg2164Qa4K3frU2d8yhMvop,WSOL-BIB,1.3,1.3,0.0,44151,,-0.92,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,47hs9pP9F5ThZHgkHAehfpywSz8WB1r2WRros9BecGjZ,WSOL-LOU,1.89,1.89,0.0,44122,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
jupiter-lend,,SYRUPUSDC,0.0,0.0,0.0,44121,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
gmtrade,,WGMX-USDC,79.94151,79.94151,0.0,44071,,13.27446,40.27372,74.61729,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,GYT9cqiwgG8hWqrs6Jg9z6QjnNh1mbDr9TR1We2YWy42,CGPT-USDC,5.26,5.26,0.0,44048,,2.06,2.07,-1.49,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,G8WWDEBxBa2jamKKrfRUUw9AJAb3e6KoV9RhwuMeLdGp,WSOL-DRUGS,3.56,3.56,0.0,44010,,0.91,-0.37,0.24,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,POPCAT-SJ,3.34038,3.34038,0.0,44005,,1.28943,2.15992,-13.79839,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,ROCK-USDC,0.0,0.0,0.0,43978,,-2.56593,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,SOL-,22.63767,22.63767,0.0,43968,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,BfP5vdpZS93HUXFWdeFkEprLPF99AERziBsbN4G1LVL5,OUYI-USDT,0.12,0.12,0.0,43831,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9Y35GD9E4oirRAQpg8J3Abj7di4bXrAhW9W6kfGZ4JJ5,WSOL-KOLSCAN,1.34,1.34,0.0,43827,,-1.15,0.0,-9.38,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9j3u1Mc4sU7qX1BmSUAdKuUWcGZDx5xBfAKejxCpWwaU,RCODE-WSOL,1.28,1.28,0.0,43810,,-0.86,-5.44,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,KING-USDC,0.0,0.0,0.0,43698,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,DEUS-USDC,37.74217,37.74217,0.0,43640,,-71.4184,-84.00986,13.06691,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,MSOL-JLP,1.03046,1.03046,0.0,43576,,0.45877,0.61154,-2.44995,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,3HB6DrJpTscvXs71u22TkbrhgNAHvNaoJcNftG2Na4jc,WSOL-CONCHO,1.7,1.7,0.0,43524,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,DOGE1-USDC,0.0,0.0,0.0,43408,,-2.58687,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,CATE-USDT,0.42023,0.42023,0.0,43379,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,CATE-USDT,0.39492,0.39492,0.0,43379,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,CATE-USDT,0.39493,0.39493,0.0,43379,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,CATE-USDT,0.39239,0.39239,0.0,43379,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
