Protocol,Pool Address,Asset,APY,Base APY,Reward APY,TVL ($),Reward Tokens,APY (1D),APY (7D),APY (30D),Image,App Link
raydium-amm,Dfk133hHxjAA1yPryNkoPERGJ5DMpUtm79YeY1p1Wiyh,WSOL-SELFIE,0.4,0.4,0.0,134004,,-0.5,-0.31,-0.6,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
omnipair,,META-USDC,35.8085,35.8085,0.0,133824,,26.26774,24.38572,31.60179,https://icons.llamao.fi/icons/protocols/omnipair,https://www.omnipair.fi/
orca-dex,,USDC-NATIX,12.86799,12.86799,0.0,133463,,-24.90841,-28.24835,-41.57909,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,GMjGLWzvK75LPetrgAmdeXnvxc4fUuQPwJxeQqTDU1aG,QQQX-USDC,52.74,52.74,0.0,133309,,21.04,40.83,35.41,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,4PYsdSmdpjx2PFbDfLhLdpV5RUx6A6aEaaEAkxmRNWfg,USDT-JPNTE,0.01,0.01,0.0,133189,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-APING,0.0,0.0,0.0,132763,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
kamino-liquidity,,SOL-RNDR,0.0,0.0,0.0,132733,,0.0,-46.58346,-57.13679,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,AmrNQgMdJyqo18SmvJXrdYcCC1XcZCrYENHNj1gsvKC,SOLC-WSOL,3.68,3.68,0.0,132677,,1.73,3.17,2.11,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,99a2qtfLAxv9LVhKesjEawjKy8Pwb4cypC5ccuCB4VUS,TAI-WSOL,6.35,6.35,0.0,132342,,1.25,-0.12,-46.07,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,HZ6rzhC96cTVx3HQiKoDbSdoRd3LH5nELYuYXGu4f3EE,WSOL-OIIAOIIA,2.19,2.19,0.0,131998,,-0.06,-0.35,-3.34,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,WSOL-USDC,3.27035,3.27035,0.0,131224,,0.24792,-5.90487,-20.12301,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,HGRvEZF83Hm2x5HoVx9ec2cBiAjTmWFHK6VCUPLH4yDY,RIZZMAS-WSOL,7.87,7.87,0.0,131111,,3.03,3.26,-5.04,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,A6jBmV67sTtHLHd7uv87VjK8BXjYH515ecWL26HkXUjf,WSOL-FIGHT,0.46,0.46,0.0,130232,,-0.46,-0.09,-3.88,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,7WQcQi2dDgZDnpJKwoY7F9cALk3QEUG4kAyhtjZVkVa1,GLDX-XAUT0,0.85,0.85,0.0,130229,,0.34,0.7,0.35,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-LSSOL,0.00437,0.00437,0.0,130181,,0.00437,0.00437,-0.11026,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
gmtrade,,WSOL-USDC,117.76518,117.76518,0.0,129946,,6.20259,67.52588,93.0809,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,AeGBjqTeXiEgdAxU1ZhBEqmkXk6RuQNCXJWvdo4N4CBg,WSOL-ANON,15.16,15.16,0.0,129755,,4.49,4.53,5.71,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3RA4PDZAZ49nm6hdDCnCTrnECqQD93ny8oHP4T1CSTcR,WSOL-GEOD,26.87,26.87,0.0,129302,,-24.81,24.06,19.69,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,aHwpSKpcZAgZeemUZYWmt1dr91ZQFf3EJK5rUJnGGjD,IAUSD-USDC,0.02,0.02,0.0,128549,,0.0,-0.24,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,63amWndBz75z2j7jyKDbzXvzt36L9qdGw7CZAXbD4KNe,WSOL-BUTTCOIN,0.4,0.4,0.0,128429,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,USDS,2.15854,2.15854,0.0,127831,,0.01288,0.21099,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
kamino-liquidity,,CBBTC-XBTC,0.0,0.0,0.0,127787,,0.0,0.0,-3.06462,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,7Ud6HAU4FAS7CA69FGCC5qrKN9VgucBtYoGF6HwdRPDB,WSOL-FERRO,0.38,0.38,0.0,127582,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,USDT,4.38712,4.38712,0.0,127460,,0.00146,0.00375,-0.21028,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
kamino-liquidity,,USDC-MPST,0.0,0.0,0.0,127454,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
gmtrade,,WSOL-USDC,64.47311,64.47311,0.0,127430,,-16.57143,11.62488,-182.99215,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
orca-dex,,USDC-MPST,0.05903,0.05903,0.0,127430,,-0.00458,0.05897,0.03029,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,DOOD-USDC,10.47387,10.47387,0.0,126134,,4.55666,4.51807,3.67313,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,BJFPiZ79ShxyBX59GHZ7p9R9DfQpKsm4xzu46MNMSHcZ,WSOL-BARRON,0.29,0.29,0.0,126119,,0.0,0.0,-0.5,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,CBBTC-ZBTC,6.0445,6.0445,0.0,125617,,6.0445,-0.02661,-1.3215,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,Cvhwfa9yd35U26jGctrMwgYWq43cC5f5GBi26NiNE2QF,NOUS-USDT,2.76,2.76,0.0,125365,,-2.15,0.7,-7.78,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,USDC-GRASS,0.00011,0.00011,0.0,125265,,-5e-05,3e-05,-0.0003,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,21gyi2Gi66uXPNBztyhbAN2oBhPP5hp2oWAiyc8J95py,WSOL-DINAR,7.47,7.47,0.0,124967,,-25.41,-182.12,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9UMuN94bbuH53F4PTVWDYZoQjsJ3zgEx2j2vtT5Rbo1x,WSOL-VVAIFU,0.36,0.36,0.0,124659,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,NVDAX-USDC,7.49863,7.49863,0.0,124020,,0.18703,-7.11167,2.0634,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,Hv1i8WrxEhL8djBuxhFGJxXTt4qEupywWKFSgGB5A7w6,LETSBONK-WSOL,1.36,1.36,0.0,123990,,0.0,1.01,0.43,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FQd8z3Dy6NRxZgx152SUmYL9AyyqAbYCPtSmy4spEgnH,WSOL-DONT,3.67,3.67,0.0,123949,,-15.14,-1.55,-9.07,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,AF5jJRbAEAcEzTHzpkcDF6ij8YgTeM6765CHfN4pk5z7,WSOL-VICPAY,0.82,0.82,0.0,123565,,-0.02,-0.27,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FNj4Vsd3xCDZmSQLjan1w5vW7JjDxXbZkMjbxqw2raK9,WSOL-BONGO,4.27,4.27,0.0,123041,,3.54,3.84,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,A8iNixG97AjK5kCXTdi5ooDg2DrKeEBpnW2Ghchpe4j1,WSOL-$RIF,0.54,0.54,0.0,122923,,0.0,-0.61,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9CTxEyRStwTKLfVTS6c7rfQc7PTxY42YPdQcrHTv53Ao,HOOD-WSOL,4.44,4.44,0.0,122161,,1.35,0.92,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,3UwfrdLTpAjxTRni1boc5HUWe6hzc4HgE5yLdvEp2Noc,BONK-USDC,8.94,8.94,0.0,121956,,-7.54,-36.31,-29.98,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2KB3i5uLKhUcjUwq3poxHpuGGqBWYwtTk5eG9E5WnLG6,WSOL-TETSUO,0.82,0.82,0.0,120982,,0.0,-0.07,-1.04,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-SPDR,0.02736,0.02736,0.0,120413,,0.00601,-0.03751,-0.13547,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,8KbrpeSRYXYjWSSdG7gE1tR7Go8MmKKxKaei1gGc4U7Q,WSOL-JLP,8.9,8.9,0.0,120407,,2.6,1.74,5.65,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,JSOL,0.00832,0.00832,0.0,120088,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
raydium-amm,2tYcvQw9e8XM9AwzwvUMVVyK7BWLyuC9sR5iV6QjRH4T,WSOL-STKR,0.53,0.53,0.0,119993,,-1.79,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,7h8hGwfWHzgYbYT1wawPDm1HkuDx8uMLvqSEEVS3oi5Q,WSOL-LOVABY,0.5,0.5,0.0,119901,,-0.7,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,5zpyutJu9ee6jFymDGoK7F6S5Kczqtc9FomP3ueKuyA9,SOL-BONK,85.41089,85.41089,0.0,119845,,0.32663,-124.21499,66.76436,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
kamino-lend,,LBTC,0.0,0.0,0.0,119666,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,HPNySvhHU2M9zHqqEED1gr6A98t9gRhmxsbJdVj8pXHJ,USD1-FUN,9.65,9.65,0.0,119535,,6.75,8.07,5.07,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
gmtrade,,XRP-USDC,90.79471,90.79471,0.0,119397,,7.34823,31.38748,23.5993,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
raydium-amm,HZZofxusqKaA9JqaeXW8PtUALRXUwSLLwnt4eBFiyEdC,-WSOL,0.47,0.47,0.0,119345,,-0.25,-0.54,-1.86,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,RASOL,0.0,0.0,0.0,118868,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
raydium-amm,EkpbWmPzrzFsv2xkJRdvWs61aRuDBVdrJK7WQmctBFnB,AVGOX-USDC,60.61,60.61,0.0,118784,,17.88,30.44,26.05,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,6nmiCc4QSXqjsNYWgPRBVtij7GdHfDTud71eEGqApqav,RIZO-WSOL,2.6,2.6,0.0,118727,,-0.23,-6.35,-1.68,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,GqpCwsBbmcCPwwPaJevdsfK9M5zeAoDBd96yxHUpdgrW,SOLNIC-WSOL,2.37,2.37,0.0,118384,,1.26,1.97,0.05,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,CqmwcyB7fGor8z7As56yXBQzWjy7MnACtmj6wuLHgV5H,WSOL-AU79,4.69,4.69,0.0,118054,,0.0,-0.8,-72.07,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9frEnxkurDtvW1eshy116LrwgTtA8kDJyUZ1kengR92t,WSOL-CHATOSHI,15.39,15.39,0.0,117544,,-0.19,0.45,-3.83,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,H9YAf1gvANURxq4LatFVF56UnAPpk1FU8jqC8XY6FYdG,WSOL-PP,1.95,1.95,0.0,116906,,0.64,1.57,0.71,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5c4znipkjwGe9PFJay3EswDr3kxAmg2FX1CJsggybEjh,WSOL-ELON,1.7,1.7,0.0,116893,,-1.53,0.0,0.32,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,81AHsVyKA89mmp3aQnQtUnfxGvgM6ZnFCdtnaT9Fs5tc,CORAL-WSOL,6.13,6.13,0.0,116755,,1.08,-2.1,-7.77,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,B6FEtQdwsq8Wuw4G52pW9WEWEA7ALGfyUgXDRKigDSHH,WSOL-QQQX,17.52,17.52,0.0,116584,,4.07,3.34,-57.35,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,CGNTSOL,0.0,0.0,0.0,116555,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,CXgcuECqdaBpvJWH5cwEir9Y5FY9SKTjhGutMc95bGy3,WSOL-IMG,2.71,2.71,0.0,116371,,1.76,1.12,1.11,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-liquidity,,DEJAAA-USDC,0.0,0.0,0.0,116325,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,bhL1PjyXeRhb2kk3ru2qx7cb8pKoXNWAiwTpJrZc1gt,DEJAAA-USDC,0.01,0.01,0.0,115858,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,-USDT,0.00635,0.00635,0.0,115763,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,-USDT,0.00383,0.00383,0.0,115500,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,USHG-USDT,0.00174,0.00174,0.0,115416,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,98nocLbiDi9ykAjwAUJW9fnYZsf4L4KLCfH7U2LFXDsv,WSOL-PVS,1.37,1.37,0.0,114357,,0.57,-0.59,-0.15,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,EskpS4o6sWFAmf7w8PDwWJQfx8LRU7hHMjPxCcyX4Eq1,WOLF-WSOL,0.52,0.52,0.0,113917,,-0.51,-0.47,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,$RE,0.0,0.0,0.0,113240,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
gmtrade,,WGMX-USDC,108.36651,108.36651,0.0,113174,,7.05783,63.67169,89.64848,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
jupiter-lend,,CBBTC,0.0,0.0,0.0,113022,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
raydium-amm,JBXaK3iTskLppMZtq3Z5ceAt7L8Xvh6BmVYUX9FntYTr,WSOL-STRX,0.47,0.47,0.0,112599,,0.0,0.0,-0.74,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,CycVvS19mPJ1cCWfiiWk3M32LTdrW8akChLMf8u75py1,WSOL-PEPECAT,1.24,1.24,0.0,112346,,-0.1,0.16,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,HBYptNEWREPFK2UmaVtfg8Mfp9D8Xye41Ueo9wZo9oX4,TSAT-WBTC,0.55,0.55,0.0,112251,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,CE44EngGpTghBggcUSSAMJdhoisN7YugaKnDjcsp5r1d,WSOL-QUANT,0.55,0.55,0.0,111804,,0.0,0.0,-1.07,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,6vSXoRsZ4iPH1dW7LKu8CzAgv9AfvWXGXYnnkSrXtDLp,WSOL-$WHISKEY,1.06,1.06,0.0,111708,,-0.02,-0.23,-0.02,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,5LJk7cuBZpL48eAapdYGgu94GPzyr3W7hHKYRS4N29xV,USD1-ONE,52.33,52.33,0.0,111424,,-40.84,4.3,-17.16,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,EtJLDByCkSQjE7vUnEe7nMXYFK2hHTbAAzz4qTXgQVBF,WSOL-CHECK,30.0,30.0,0.0,111324,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,F3zPKW91FaxtVDCVUXcqDo9Uvba1bfEo1oNHPDzqGHJy,ECOR-USDC,0.8,0.8,0.0,111183,,0.28,0.37,-2.46,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BxUigngqxhU8Wapwvck5cavcBbfgE47ETNwLeXnCVwz4,WSOL-ORDER,4.36,4.36,0.0,111010,,1.2,-9.03,0.57,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
save,,SOL-BSOLMLP,0.0,0.0,0.0,110998,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/save,https://www.save.finance/
raydium-amm,FvMZrD1qC66Zw8VPrW15xN1N5owUPqpQgNQ5oH18mR4E,MUMU-WSOL,1.07,1.07,0.0,110692,,0.24,0.05,0.07,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,CTpkCQufppiECZJesCkvy1nETmVQQMFK41EoFjw1x4WG,WSOL-BMT,8.67,8.67,0.0,110650,,5.61,-5.91,2.85,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-ZBCN,96.25031,96.25031,0.0,110649,,54.82919,48.61425,24.74866,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,A4XeGGhWRcyYRnZqHwDanEow9nrodSJDRHEwcpCbuk4e,DOLAN-WSOL,0.57,0.57,0.0,110628,,-0.77,-1.72,-1.9,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SLERF-COINOMI,0.80827,0.80827,0.0,110512,,0.62177,-0.1064,-3.26264,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,Gzr9pqtuAx8KZSS8YrsrRnS7qiugWt1JiX7zJ35tVX9Z,EURAU-USDC,1.35,1.35,0.0,110275,,1.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,H6QKN2x9bCP27auuAWB4RKE9T2YjkMYXD3jWJWvKxZRV,WSOL-ELON4AFD,2.84,2.84,0.0,110007,,1.96,-1.23,0.1,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
project-0,,USDT,4.36022,4.36022,0.0,109603,,-0.35297,0.0,0.0,https://icons.llamao.fi/icons/protocols/project-0,https://app.0.xyz
raydium-amm,4PdW5t2Btzj6b6VSQfEZA8MXVEtjJ9NCRhCrfULugvm7,WSOL-MOEW,0.57,0.57,0.0,109299,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,GYKDfe5xuvAwvq5ECWC7cNCRkGU3Pjgb87pgWah5QmHZ,CAT-WSOL,0.53,0.53,0.0,109102,,-0.89,-1.61,-1.26,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FZhAPHohxbTmai9DPE3CsYiDs2G5EHB4xe7SKmg4FH3z,SHBTC-WSOL,0.52,0.52,0.0,108798,,-0.92,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-TURBO,0.0,0.0,0.0,108580,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,C3KrnLguJ59pEwpTC3BHhqLu7RNvSLhy8CpnpQAeP61X,WSOL-KM,0.55,0.55,0.0,108319,,-0.4,0.11,-1.48,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,AAoREr9vexyGrinK6Z2GBcq5TKrNkZQXzkDpDDeXVaMk,WSOL-YNE,0.54,0.54,0.0,108106,,-0.37,-2.3,-0.4,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
jupiter-lend,,CBBTC,0.0,0.0,0.0,107903,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/jupiter-lend,https://jup.ag/?ref=f6y1ryr2snn3
raydium-amm,EzJtx66sJEt3pcqLDf8nFYwY66T7RGAHqBv87n42EoMy,GDTC-WSOL,0.49,0.49,0.0,107850,,-0.61,0.01,-0.78,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,BZivKpJWgQvrA3yYe3ubomufeGVouoYoUhosmBEdqF9y,HONK-WSOL,0.57,0.57,0.0,106988,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FGjKoDWXcZs5FNF1JCRUHjyWNK9NH4wWmN3cpLq94tQ,RTP-PGS,0.64,0.64,0.0,106894,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,CETES-USDC,1.50175,1.50175,0.0,106866,,0.82725,0.79791,0.82241,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,WBTC-USDC,8.04907,8.04907,0.0,106798,,4.18703,-1.27748,1.22435,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,BRraK7Nt5uRVZZs3Tb7uU7pV16M1mVp5AUV35vtQscbn,KUGDD-USDT,0.02,0.02,0.0,106711,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FMiecMsYhPdBf94zZKa7i6inK1GX7aypLf7QewNz1i6w,GUMMY-WSOL,0.45,0.45,0.0,106672,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
kamino-lend,,ZBTC,0.0,0.0,0.0,106665,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/kamino-lend,https://kamino.com/
raydium-amm,Ajbs7iX9bdF64iSDhaSzdNVbhhyZ8dLTXjgp3A3LXV3Y,WSOL-BOLT,17.93,17.93,0.0,106049,,-8.53,-40.79,-35.07,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,SOL-ZEC,55.92083,55.92083,0.0,106042,,16.9972,15.39236,37.15424,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
gmtrade,,BNB-USDC,111.31054,111.31054,0.0,105911,,11.73694,21.10842,-23.25408,https://icons.llamao.fi/icons/protocols/gmtrade,https://gmtrade.xyz
kamino-liquidity,,SOL-SSOL,0.0,0.0,0.0,105726,,-0.46602,-1.00631,-0.82714,https://icons.llamao.fi/icons/protocols/kamino-liquidity,https://kamino.com/liquidity
raydium-amm,Ft95SbFWZEK68ZAFnE8MFVknrM3i5gDDJLDA17q7BsQW,STA-USDC,1.72,1.72,0.0,105688,,0.12,1.27,-8.35,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,CR8FJB9jqGvtNYnYUuxyyS41WXue2HZRfhNavkaV8CS4,SOLAMA-WSOL,0.59,0.59,0.0,105403,,0.0,-0.19,-0.55,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,,ORCA-USDC,10.07806,10.07806,0.0,105335,,4.76888,4.71013,-39.49284,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,4D17GNQvJPMsMAiyiYvSK1GxAtduMLvyMMHVzRUniV8o,WSOL-MOT,12.55,12.55,0.0,105284,,0.02,1.67,-3.99,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,6UmmUiYoBjSrhakAobJw8BvkmJtDVxaeBtbt7rxWo1mg,RAY-USDC,6.48,6.48,0.0,105204,,2.66,0.01,-4.6,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,9gJtVVWdCbW4zHX7NxcGCt62Ff7CbNFvceTVSbkTtayb,WSOL-UPTOBER,43.39,43.39,0.0,104814,,-24.44,35.96,36.68,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,8nFJS9qQvk3TyBDxkBMxnshv42FG1NpMPhWxKQnWvrZe,WSOL-ARQORA,3.09,3.09,0.0,104391,,0.55,-2.88,-0.91,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,FkXXLYB169GkEMTx3r6zJ4MXFFu29AY9w9cyj77hHVhb,WSOL-SHY,0.53,0.53,0.0,104184,,-0.14,-1.16,-2.73,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,2ur2GZKShAp8xJ33QSs7C5ZUTD9mRjVrgwoHR2Q7T1Sv,WSOL-GNON,0.58,0.58,0.0,104176,,-0.05,0.0,-1.79,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,91a6vhumaE6GPcidGQeBLZ5jecQ1AMbtkZ4tJPbWSCx8,TRC20-USDT-USDC,6.71,6.71,0.0,104097,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,DUScoEC6LFHv3F9L6at2tG7BV8LnG3epoNvWpyBDzcKp,MAD-WSOL,0.73,0.73,0.0,104044,,-0.03,-2.75,-3.33,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,2oStJEcUckQgX2aGUE3L8w8d5phxcuceDHwTfTGg33SN,ANSEM-USDC,702.03769,702.03769,0.0,103166,,447.2596,489.60101,-905.86962,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,MOVEUSD-USDC,2.4836,2.4836,0.0,103063,,2.48295,2.48263,2.48353,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
orca-dex,,SOL-$WIF,5.33856,5.33856,0.0,102824,,0.17966,-9.44753,-23.79828,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
raydium-amm,J3n1DraimRJaLZpEkfUetgeoE97RJw5jfsYrvmrzm8DE,WBTC-SATFI,2.51,2.51,0.0,102746,,0.0,0.0,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
raydium-amm,7dXUXn2dxTydHi2yWqvvqJwEWoB9mLFTh4hzDDowKVJY,WSOL-GRIFT,1.88,1.88,0.0,102688,,0.0,1.45,0.0,https://icons.llamao.fi/icons/protocols/raydium,https://raydium.io
orca-dex,5zpyutJu9ee6jFymDGoK7F6S5Kczqtc9FomP3ueKuyA9,SOL-BONK,2.2798,2.2798,0.0,102633,,-0.34653,-0.85568,1.3501,https://icons.llamao.fi/icons/protocols/orca-dex,https://www.orca.so
